序号,MySQL中ID,链接,创建日期,最近更新,类型,状态,严重性,版本,操作系统,CPU架构,摘要
1049,104239,https://bugs.mysql.com/bug.php?id=104239,2021-07-07 16:22:00,2021-07-10 03:12:00,MySQL Server: Stored Routines,Closed(1536 days),S2,8.0.25-0ubuntu0.20.04.1,Ubuntu (20.04.2 LTS),Any,Calling REGEXP_INSTR() with NULL causes all further calls of it to return NULL
1050,104218,https://bugs.mysql.com/bug.php?id=104218,2021-07-06 12:19:00,2021-07-13 08:25:00,MySQL Server: Replication,Verified(1533 days),S3,"5.7, 5.7.34",Any,Any,On replica Master_User should be blank if not storing in slave_master_info
1051,104206,https://bugs.mysql.com/bug.php?id=104206,2021-07-05 13:41:00,2021-07-06 12:56:00,MySQL Server: DML,Verified(1540 days),S3,8.0.25,Any (rhel-7.4),Any (x86-64),`load data` with few specified fields doesn't result in error under STRICT_TRANS
1052,104201,https://bugs.mysql.com/bug.php?id=104201,2021-07-05 02:50:00,2021-07-05 05:03:00,MySQL Server: DML,Verified(1541 days),S3,"8.0.25, 5.7.34",Ubuntu (20.04),x86 (6 core * 2 threads),Wrong result when compare 'null' with subquery result
1053,104200,https://bugs.mysql.com/bug.php?id=104200,2021-07-04 21:46:00,2021-08-17 04:41:00,MySQL Visual Studio Integration,Closed(1498 days),S3,1.2.9,Windows (10),ARM,Open project with active mysql windows displays incorrectly
1054,104189,https://bugs.mysql.com/bug.php?id=104189,2021-07-02 08:10:00,2021-07-02 08:52:00,MySQL Server: Optimizer,Verified(1544 days),S3,"5.7.32, 8.0.22, 5.7.34, 8.0.25",Any,Any,Wrong result for row constructor expression and in clause
1055,104186,https://bugs.mysql.com/bug.php?id=104186,2021-07-01 15:04:00,2022-01-25 17:07:00,MySQL Server: Optimizer,Closed(1463 days),S5,8.0,Any,Any,Too few chunk files are created for hybrid hash join
1056,104170,https://bugs.mysql.com/bug.php?id=104170,2021-06-30 14:25:00,2021-09-20 18:46:00,Connector / J,Closed(1464 days),S3,8.0,Any,Any,Contribution: ClientPreparedStmt: Leave Calendar untouched
1057,104169,https://bugs.mysql.com/bug.php?id=104169,2021-06-30 14:25:00,2021-06-30 14:48:00,MySQL Server: Compiling,Verified(1546 days),S3,8.0,Any,Any,Contribution: Refactoring redundancy code.
1058,104168,https://bugs.mysql.com/bug.php?id=104168,2021-06-30 14:07:00,2021-10-07 22:09:00,MySQL Server: Prepared statements,Closed(1447 days),S2,8.0.25,Any,Any,Wrongly handled definer for triggers when PS used
1059,104153,https://bugs.mysql.com/bug.php?id=104153,2021-06-29 14:34:00,2022-01-26 09:55:00,MySQL Server: Replication,Closed(1483 days),S2,"8.0.21, 8.0.25",Any,Any,CREATE...SELECT statements break replication when ANSI mode is enabled
1060,104144,https://bugs.mysql.com/bug.php?id=104144,2021-06-29 12:14:00,2021-06-30 13:18:00,MySQL Server: DML,Verified(1547 days),S2,"8.0.25, 5.7.34, 5.6.51",Any,Any,REPLACE INTO removes the row
1061,104127,https://bugs.mysql.com/bug.php?id=104127,2021-06-28 07:00:00,2021-06-28 07:19:00,MySQL Server: Optimizer,Verified(1548 days),S2,"8.0, 8.0.25",Any,Any,output count is unexpected when limit clause is used in CTE
1062,104122,https://bugs.mysql.com/bug.php?id=104122,2021-06-26 21:29:00,2021-06-28 09:17:00,MySQL Server: Windows,Verified(1549 days),S3,8.0.25,Windows (21H1 build 19043.1052),x86 (Intel x64),mysqld.exe has weird established local connections with itself on high ports
1063,104121,https://bugs.mysql.com/bug.php?id=104121,2021-06-26 15:19:00,2024-07-02 19:31:00,MySQL Server: Performance Schema,Closed(487 days),S3,">=5.7.28 , >=8.0.18, 8.0.25, 5.7.34",Any,Any,PSI_THREAD_INFO not updated while executing PREPARED STATEMENTS.
1064,104118,https://bugs.mysql.com/bug.php?id=104118,2021-06-26 02:42:00,2022-08-23 08:45:00,MySQL Server: Security: Privileges,Verified(1547 days),S2,8.0.24,Any,Any,MGR all second node abnormal stop
1065,104117,https://bugs.mysql.com/bug.php?id=104117,2021-06-26 02:36:00,2021-06-26 02:39:00,MySQL Server: Group Replication,Closed(1550 days),S2,mysql8.0.23 mysql8.0.24,Any,Any,MGR all second node abnormal stop
1066,104116,https://bugs.mysql.com/bug.php?id=104116,2021-06-25 19:04:00,2021-06-25 22:14:00,MySQL Server: DML,Verified(1551 days),S2,5.7,Any,Any,SQL_CALC_FOUND_ROWS with LIMIT returns invalid val when query in parentheses
1067,104115,https://bugs.mysql.com/bug.php?id=104115,2021-06-25 18:39:00,2021-07-25 10:39:00,MySQL Server: Stored Routines,Verified(1521 days),S2,8.0,Any,Any,Digest user functions pollute current THD
1068,104109,https://bugs.mysql.com/bug.php?id=104109,2021-06-24 17:56:00,2022-01-13 17:13:00,MySQL Server: Optimizer,Closed(1349 days),S3,8.0.25,Any,Any,Equi-height histogram always estimate non-integral equality predicate to 1/rows
1069,104108,https://bugs.mysql.com/bug.php?id=104108,2021-06-24 17:06:00,2022-01-25 17:12:00,MySQL Server: Optimizer,Closed(1443 days),S3,8.0.25,Any,Any,cumulative frequency may grow over 1.0 due to float errors
1070,104096,https://bugs.mysql.com/bug.php?id=104096,2021-06-24 00:44:00,2021-11-02 20:55:00,MySQL Server: Group Replication,Closed(1421 days),S3,"8.0.25, 8.0.26",Any,Any,set gtid_next may block query
1071,104092,https://bugs.mysql.com/bug.php?id=104092,2021-06-23 12:45:00,2021-06-23 13:00:00,MySQL Server: Optimizer,Verified(1553 days),S3,8.0.25,Linux,Any,NO_BNL hint not working if query contains a merged view
1072,104083,https://bugs.mysql.com/bug.php?id=104083,2021-06-22 08:09:00,2022-09-22 03:56:00,MySQL Server: Optimizer,Verified(1554 days),S5,8.0.25,Any,Any,MySQL optimizer chooses the wrong index due to 'range_uses_more_keyparts'
1073,104068,https://bugs.mysql.com/bug.php?id=104068,2021-06-21 09:01:00,2022-03-11 13:19:00,Connector / ODBC,Closed(1292 days),S2,8.0.23,Any,Any,ODBC connector uses deprecated mysql_real_escape_string function
1074,104067,https://bugs.mysql.com/bug.php?id=104067,2021-06-21 08:47:00,2021-12-03 19:58:00,Connector / J,Closed(1390 days),S3,8.0.25,Any,Any,No reset autoCommit after unknown issue occurs
1075,104066,https://bugs.mysql.com/bug.php?id=104066,2021-06-21 07:00:00,2023-11-24 13:22:00,MySQL Server: Options,Verified(1555 days),S3,"8.0.23, 8.0.25",Linux,Any,Inconsistency of description for default_collation_for_utf8mb4
1076,104053,https://bugs.mysql.com/bug.php?id=104053,2021-06-18 05:32:00,2021-06-18 06:36:00,MySQL Workbench: SQL Editor,Verified(1558 days),S3,8.0.25,Windows,x86,Can't create stored procedures with hexstring bit operations from Workbench
1077,104051,https://bugs.mysql.com/bug.php?id=104051,2021-06-17 18:01:00,2021-06-17 19:51:00,MySQL Workbench: SQL Editor,Verified(1559 days),S3,8.0.25,Linux (Fedora release 34 Thirty Four x86_64),Any,Change column width of the last column in Action Output not possible
1078,104043,https://bugs.mysql.com/bug.php?id=104043,2021-06-17 04:17:00,2021-06-26 01:12:00,MySQL Server: Replication,Verified(1550 days),S3,mysql8.0.23 mysql5.7.29,Any,Any,skip error DDL GTID is not continuous and restart encounter error
1079,104035,https://bugs.mysql.com/bug.php?id=104035,2021-06-16 10:50:00,2021-06-16 20:28:00,MySQL Server: DML,Verified(1560 days),S3,8.0/5.7,Ubuntu (20),Any,Strict SQLMode not honored in SP's based on DB charset
1080,104034,https://bugs.mysql.com/bug.php?id=104034,2021-06-16 10:04:00,2021-06-17 06:11:00,MySQL Server: Replication,Verified(1559 days),S3,"5.7.20, 8.0, 5.7.34",Any,Any,sub_iv may be NULL in Gtid_set::is_interval_subset
1081,104015,https://bugs.mysql.com/bug.php?id=104015,2021-06-15 00:31:00,2022-05-27 20:28:00,MySQL Server: Replication,Verified(1555 days),S2,"8.0.25, 5.7.34",Any,Any,Loosing semi-sync acks could stall the primary.
1082,104012,https://bugs.mysql.com/bug.php?id=104012,2021-06-14 22:38:00,2021-06-16 08:04:00,MySQL Server: Replication,Verified(1560 days),S2,"8.0.25, 5.7.34",Any,Any,FLUSH BINARY LOGS blocks when a client is waiting for semi-sync ACK.
1083,103997,https://bugs.mysql.com/bug.php?id=103997,2021-06-14 03:24:00,2021-06-15 13:42:00,MySQL Server: Optimizer,Verified(1561 days),S5,8.0,Any,Any,Mis-calculate SJM_POS's prefix_rowcount/prefix_costs
1084,103980,https://bugs.mysql.com/bug.php?id=103980,2021-06-11 13:20:00,2021-06-16 12:31:00,MySQL Server: DDL,Verified(1561 days),S3,"8.0.23, 8.0.25",Any,Any,High memory allocation for DROP DATABASE
1085,103965,https://bugs.mysql.com/bug.php?id=103965,2021-06-09 22:20:00,2021-06-10 06:41:00,MySQL Server: Stored Routines,Verified(1566 days),S2,"8.0.25, 8.0.23",Any,x86,Stored procedure execution fails if contains a functional index
1086,103955,https://bugs.mysql.com/bug.php?id=103955,2021-06-09 08:58:00,2023-12-08 12:22:00,MySQL Workbench: Migration,Verified(1566 days),S2,"8.0.24, 8.0.25, 8.0.30, 8.0.32, 8.0.34",Windows (Microsoft Windows 10 Pro),x86 (ryzen 4800u),can not select designated objects to be migrated in the lists below
1087,103954,https://bugs.mysql.com/bug.php?id=103954,2021-06-09 07:05:00,2022-06-17 00:12:00,MySQL Server: Optimizer,Closed(1194 days),S3,"5.7.32, 8.0.22, 8.0.25, 5.7.34",Any,Any,multiple LIMIT clauses maybe get wrong result
1088,103952,https://bugs.mysql.com/bug.php?id=103952,2021-06-09 04:01:00,2021-06-09 13:39:00,MySQL Server: Optimizer,Verified(1567 days),S3,8.0,Any,Any,The column name letters capitalized while query from view
1089,103943,https://bugs.mysql.com/bug.php?id=103943,2021-06-08 11:42:00,2022-08-15 03:26:00,MySQL Server: Replication,Verified(1491 days),S1,5.7.33,CentOS (7.6),x86 (64),Semi-Replication Rotate And Purge Relaylog Leads To Increased Response
1090,103939,https://bugs.mysql.com/bug.php?id=103939,2021-06-08 08:04:00,2021-06-10 15:17:00,MySQL Server: DDL,Verified(1566 days),S3,"8.0.24, 8.0.25, 5.7.34",Any,Any,Can't create table with composite PK if auto_increment column isn't first
1091,103930,https://bugs.mysql.com/bug.php?id=103930,2021-06-07 18:06:00,2021-06-08 13:55:00,MySQL Server: DML,Verified(1568 days),S2,5.7.34,Any,Any,Result mismatch when unicode collation with special data
1092,103926,https://bugs.mysql.com/bug.php?id=103926,2021-06-07 12:58:00,2021-06-30 10:00:00,MySQL Enterprise Backup,Closed(1546 days),S2,8.0.22,Red Hat,x86,tablespace is missing for table innodb_undo_001
1093,103922,https://bugs.mysql.com/bug.php?id=103922,2021-06-07 07:12:00,2021-06-07 07:37:00,MySQL Server: Optimizer,Verified(1569 days),S3,"5.7.32, 8.0.22, 5.7.34, 8.0.25",Any,Any,Wrong `between` result for datetime/date/timestamp type
1094,103920,https://bugs.mysql.com/bug.php?id=103920,2021-06-06 09:52:00,2021-06-07 14:51:00,MySQL Server: FULLTEXT search,Verified(1569 days),S3,"8.0, 8.0.25, 5.7.34",CentOS,Any,memory recycle improve in fts query
1095,103918,https://bugs.mysql.com/bug.php?id=103918,2021-06-05 13:58:00,2021-06-08 08:34:00,MySQL Server: DML,Verified(1568 days),S3,"8.0.25, 5.7.34",Any,Any,Illegal mix of collations
1096,103912,https://bugs.mysql.com/bug.php?id=103912,2021-06-04 11:36:00,2021-12-08 12:48:00,MySQL Server: Compiling,Closed(1567 days),S3,8.0.27,Any,Any,OUT OF THREAD STACK IN CREATEITERATORFROMACCESSPATH (AGAIN)
1097,103910,https://bugs.mysql.com/bug.php?id=103910,2021-06-04 08:25:00,2021-06-04 09:12:00,MySQL for Windows: Installer,Verified(1572 days),S1,8.0.24,Windows,Any,Make MySQL for Windows Installer (msi) source code available
1098,103906,https://bugs.mysql.com/bug.php?id=103906,2021-06-03 16:21:00,2021-08-06 14:06:00,MySQL Server: Command-line Clients,Closed(1509 days),S3,8.0.24/8.0.25,Any,Any,mysql client returns NULL for empty string when --binary-as-hex=1
1099,103891,https://bugs.mysql.com/bug.php?id=103891,2021-06-02 14:13:00,2021-07-04 07:46:00,MySQL Server: InnoDB storage engine,Verified(1542 days),S3,MySQL5.6 and MySQL5.7.33,Any,Any,Two parallel threads trigger error code '1032 Can't find record in 'table'
1100,103890,https://bugs.mysql.com/bug.php?id=103890,2021-06-02 13:47:00,2021-06-03 07:13:00,MySQL Server: Optimizer,Verified(1573 days),S3,"8.0.23, 8.0.25",Any,Any,wrong result when use cte with subquery
1101,103878,https://bugs.mysql.com/bug.php?id=103878,2021-06-01 13:01:00,2021-10-13 00:05:00,Connector / J,Closed(1441 days),S3,"8.0.21, 8.0.25",Any,Any,Connector/J 8 : query with 'show xxx'  will get exception when use cursor
1102,103872,https://bugs.mysql.com/bug.php?id=103872,2021-06-01 07:40:00,2021-06-02 08:17:00,MySQL Server: Information schema,Verified(1574 days),S2,8.0.25,Any,Any,Window function result type not consistent with schema
1103,103871,https://bugs.mysql.com/bug.php?id=103871,2021-06-01 07:28:00,2021-06-07 15:08:00,MySQL Server: InnoDB storage engine,Verified(1575 days),S5,8.0,Any,Any,No need to memory copy
1104,103870,https://bugs.mysql.com/bug.php?id=103870,2021-06-01 01:37:00,2021-06-01 02:42:00,MySQL Server,Closed(1575 days),S2,"mysql  Ver 14.14 Distrib 5.7.34, for Lin",CentOS (CentOS Linux release 7.9.2009 (Core)),x86 (Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz),mysql server can't start
1105,103869,https://bugs.mysql.com/bug.php?id=103869,2021-05-31 14:29:00,2021-06-03 10:21:00,MySQL Server: Optimizer,Verified(1574 days),S5,"8.0.24, 8.0.25",Any,Any,Duplicate computation of aggregate function when referred in HAVING clause
1106,103855,https://bugs.mysql.com/bug.php?id=103855,2021-05-30 07:22:00,2022-09-22 10:29:00,Shell General / Core Client,Closed(1097 days),S3,8.0.25,MacOS,Any,Unable to install mysql shell on Macbook
1107,103854,https://bugs.mysql.com/bug.php?id=103854,2021-05-30 02:30:00,2021-05-30 18:05:00,MySQL Server: DML,Closed(1577 days),S2,5.7.12,MacOS,Any,indexes on outer join with subquery causing incorrect response
1108,103851,https://bugs.mysql.com/bug.php?id=103851,2021-05-29 08:18:00,2022-04-13 07:54:00,MySQL Server: DDL,Closed(1259 days),S3,MySQL Server 8.0.25 Community,Any,Any,Access a nullptr in udf_read_functions_table
1109,103836,https://bugs.mysql.com/bug.php?id=103836,2021-05-28 08:54:00,2022-04-13 08:00:00,MySQL Server: Optimizer,Closed(1576 days),S3,"8.0.24, 8.0.25",Any,Any,select cannot get right result with a COLLATE clause
1110,103819,https://bugs.mysql.com/bug.php?id=103819,2021-05-26 17:33:00,2022-04-13 08:34:00,Connector / NET,Verified(1580 days),S3,"8.0.25, 8.0.28",Windows (10),Any,Can't use StringBuilder containing emoji as MySqlParameter.Value
1111,103814,https://bugs.mysql.com/bug.php?id=103814,2021-05-26 12:30:00,2023-04-21 08:10:00,MySQL Cluster: Cluster (NDB) storage engine,Closed(952 days),S2,8.0.23++,Any,Any,ClusterJ partition key scratch buffer size too small
1112,103804,https://bugs.mysql.com/bug.php?id=103804,2021-05-26 00:56:00,2025-08-12 07:42:00,MySQL Server: Information schema,Verified(1576 days),S3,8.0.24,Any,Any,Show global status return wrong results due to thd's status double aggregated
1113,103801,https://bugs.mysql.com/bug.php?id=103801,2021-05-25 20:38:00,2021-11-29 17:41:00,Connector / NET,Closed(1394 days),S2,8.0.25,Windows (10),Any,Can't use TimeSpan value with microseconds using prepared statement
1114,103796,https://bugs.mysql.com/bug.php?id=103796,2021-05-25 03:06:00,2021-09-24 21:24:00,Connector / J,Closed(1460 days),S3,"8.0.21, 8.0.25",Any,Any,Connector/J 8 stmt setQueryTimeout can not work
1115,103792,https://bugs.mysql.com/bug.php?id=103792,2021-05-24 15:50:00,2021-06-08 21:56:00,Connector / ODBC,Closed(1568 days),S2,8.0.24,CentOS (7),x86 (x86_64),Latest connector odbc fails preparing multi-statements without NO_SSPS=1
1116,103790,https://bugs.mysql.com/bug.php?id=103790,2021-05-24 14:01:00,2021-07-23 13:24:00,MySQL Server: JSON,Closed(1568 days),S3,,Any,Any,Contribution: Backport Bug#28949700: SUBOPTIMAL USE OF STRING::RESERVE() IN ...
1117,103788,https://bugs.mysql.com/bug.php?id=103788,2021-05-24 12:29:00,2021-07-23 13:31:00,MySQL Server: Performance Schema,Closed(1573 days),S3,MySQL Server 8.0.25 Community,Any,Any,Error in PFS_notification_registry's impl
1118,103783,https://bugs.mysql.com/bug.php?id=103783,2021-05-23 18:30:00,2024-06-23 01:26:00,MySQL Workbench: Administration,Verified(1467 days),S3,"8.0.25, 8.0.26, 8.0.30",MacOS (Big Sur  Version 11.3.1),Any,Error Fetching Table List
1119,103781,https://bugs.mysql.com/bug.php?id=103781,2021-05-22 20:49:00,2021-10-29 16:32:00,MySQL Server: DML,Closed(1425 days),S3,8.0.23/8.0.25,Ubuntu,Any,PREPARE DATE_ADD/DATE_SUB incorrectly returns DATETIME
1120,103765,https://bugs.mysql.com/bug.php?id=103765,2021-05-21 09:28:00,2024-08-19 14:09:00,MySQL Server: Prepared statements,Verified(1586 days),S3,"Java MySQL Driver 8.0.24, 8.0.25",Any,Any,Statement prepare hangs
1121,103761,https://bugs.mysql.com/bug.php?id=103761,2021-05-20 17:16:00,2021-05-22 14:12:00,Shell AdminAPI InnoDB Cluster / ReplicaSet,Verified(1585 days),S3,8.0.25,Any,Any,AdminAPI shows conflicting results when it fails to change the primary instance
1122,103757,https://bugs.mysql.com/bug.php?id=103757,2021-05-20 13:17:00,2021-06-17 14:02:00,MySQL Server: Compiling,Closed(1559 days),S3,8.0.27,Any,Any,Compile as C++17
1123,103753,https://bugs.mysql.com/bug.php?id=103753,2021-05-20 11:41:00,2024-07-08 13:09:00,MySQL Workbench: Administration,Verified(1584 days),S3,"8.0.23, 8.0.24, 8.0.25, 8.0.31, 8.0.32, 8.0.38","Windows (Server 2019 Std. 1809, 10, 11)",Any,Unable to start/stop local Server with Workbench
1124,103743,https://bugs.mysql.com/bug.php?id=103743,2021-05-19 21:07:00,2022-01-03 06:51:00,MySQL Server: InnoDB storage engine,Closed(1359 days),S2,"8.0.18, 8.0.25",CentOS,x86,slow mysql8 start with lots of _encrypted_ tables
1125,103742,https://bugs.mysql.com/bug.php?id=103742,2021-05-19 19:06:00,2021-05-20 10:38:00,Shell General / Core Client,Verified(1587 days),S3,"8.0.24, 8.0.25",Windows (10),x86 (64-bit Intel based ),Changing the default Sandbox directory doesn't work
1126,103740,https://bugs.mysql.com/bug.php?id=103740,2021-05-19 14:20:00,2021-05-20 13:41:00,MySQL Server: Optimizer,Verified(1588 days),S2,"8.0.18,8.0.24, 8.0.25",Any,Any,"When a primary key uses a reverse index, data will be lost"
1127,103711,https://bugs.mysql.com/bug.php?id=103711,2021-05-15 14:35:00,2021-06-04 20:13:00,MySQL Server: Prepared statements,Closed(1572 days),S5,8.0.25,Any,Any,Prepared statement don't seem to use index extensions / extended_keys
1128,103710,https://bugs.mysql.com/bug.php?id=103710,2021-05-15 14:26:00,2023-11-02 06:38:00,MySQL Server: Optimizer,Closed(1572 days),S5,8.0.25,Linux,x86,Prepared statement performance slower with prefer_ordering_index optimization
1129,103709,https://bugs.mysql.com/bug.php?id=103709,2021-05-15 09:13:00,2021-06-03 18:31:00,MySQL Server: Data Types,Closed(1573 days),S3,8.0.25,Any,Any,export data of double field failed to import when it is double's lower boundary
1130,103708,https://bugs.mysql.com/bug.php?id=103708,2021-05-15 07:32:00,2021-05-15 07:35:00,MySQL Server: Replication,Verified,S3,8.0.23,CentOS,x86,shutdown of replica takes too long if MTS worker waits for MDL lock
